date,spot,base_volatility,call_implied_volatility,put_implied_volatility,option_value,option_pnl,option_delta,gamma,vega,theta,rho,hedge_position,hedge_cash,hedge_equity,hedge_trade_quantity,hedge_transaction_cost,post_hedge_delta,cumulative_turnover,cumulative_hedge_costs,total_pnl
2025-03-17,557.6038818359375,0.1774244574135636,0.19835497682182784,0.19835497682182784,2272.6439474743897,111.50416430749192,-48.08162116497307,2.7969972705548165,7561.602427473662,-16266.423346638032,-1274.8774818204206,48.0,-26229.66927910156,535.3170490234406,-7.0,0.42532271728515625,-0.08162116497307181,103785.5068359375,11.308550683593753,646.8212133309326
2025-03-18,551.5770263671875,0.1778440556442421,0.19789494883554193,0.19789494883554193,2572.882284976906,411.742501810008,-65.34503727394724,2.312729613616676,5722.295796024132,-12665.582488481645,-1586.9467246189213,65.0,-35608.43908923339,244.0676246337971,17.0,1.0226809448242187,-0.3450372739472414,113162.31628417969,12.33123162841797,655.8101264438051
2025-03-19,557.584228515625,0.17799449378534254,0.1987196038230756,0.1987196038230756,2185.600150611424,24.460367444526128,-51.32152996740788,2.884958051870516,6836.5398370775365,-16821.054020990487,-1181.4341419512907,51.0,-27803.891125854483,632.9045284423919,-14.0,0.8506179199218751,-0.32152996740788353,120968.49548339844,13.181849548339846,657.364895886918
2025-03-20,555.9718017578125,0.17801621762633071,0.19842388695282953,0.19842388695282953,2226.838437648378,65.69865448148039,-57.83764445666991,2.772697784768883,6056.929331136135,-15882.5327263562,-1224.5977859272925,58.0,-31696.50709868163,549.8574032714932,7.0,0.4241802612304687,0.1623555433300865,124860.29809570312,13.606029809570314,615.5560577529736
2025-03-21,556.1552734375,0.1744419921913392,0.19476249442935148,0.19476249442935148,2151.4774220634663,-9.662361103431522,-60.31156945577067,2.835367912966529,5615.588152179457,-15608.192926496884,-1173.5038298361333,60.0,-32809.05010766601,560.2662985839925,2.0,0.12123105468749999,-0.3115694557706732,125972.60864257812,13.727260864257815,550.603937480561
2025-03-24,566.1151733398438,0.18222207035615617,0.20350190533490817,0.20350190533490817,1571.591053586988,-589.5487295799098,-30.48479997137014,4.083161611925514,6566.353887570108,-26550.41035204514,-464.28901332188195,30.0,-15829.141598510736,1154.3136016845765,-30.0,1.8483455200195311,-0.4847999713701405,142956.06384277344,15.575606384277346,564.7648721046667
2025-03-25,567.4760131835938,0.1817909426344034,0.20312092626827621,0.20312092626827621,1454.415511526878,-706.7242716400199,-26.698140828058765,4.410059553528968,6322.535302518442,-28814.315219274402,-363.94454855995184,27.0,-14127.069044567865,1194.7833113891666,-3.0,0.18524280395507814,0.3018591719412349,144658.49188232422,15.760849188232424,488.05903974914645
2025-03-26,560.7013549804688,0.1839414663620073,0.20421717607450532,0.20421717607450532,1674.0667548190372,-487.0730283478606,-57.15282065412407,3.67614773926766,4526.40708587846,-23135.407065978383,-646.679767550123,57.0,-30951.623902111813,1008.3533317749061,30.0,1.8321040649414062,-0.15282065412407064,161479.53253173828,17.59295325317383,521.2803034270455
2025-03-27,559.2123413085938,0.1803836729096958,0.20030829967769595,0.20030829967769595,1691.0402324309302,-470.09955073596757,-67.34960131169692,3.4314993114789423,3533.415754623959,-20405.882265105636,-646.9112624900596,67.0,-36544.91573988037,922.3111277954085,10.0,0.6092123413085938,-0.3496013116969152,167071.65594482422,18.202165594482427,452.21157705944097
2025-03-28,547.95068359375,0.1818925215870524,0.2001986557619223,0.2001986557619223,2601.2252913050033,440.0855081381055,-94.86175840160452,0.9289292333749928,764.8986130182789,-4029.829263577264,-747.6820637584842,95.0,-51890.7434043335,164.57153707274847,28.0,1.6742619140625,0.13824159839548145,182414.27508544922,19.87642750854493,604.657045210854
2025-03-31,551.6289672851562,0.17980961140779894,0.1979366721920479,0.1979366721920479,2223.925143093804,62.78535992690604,-99.27525295490922,0.2661235996178121,87.8296015517489,35.97016471596453,-312.25770086346876,99.0,-54097.72057664795,513.5471845825159,4.0,0.2406515869140625,-0.2752529549092202,184620.79095458984,20.11707909545899,576.332544509422
2025-04-01,553.18701171875,0.17844882859903843,0.19645042800097307,0.19645042800097307,2070.8784109875637,-90.2613721793341,-99.96088233608836,0.0240402437493867,3.959523557213154,1489.1952237183323,-157.17243890207638,99.0,-54097.72057664795,667.7935835082972,0.0,0.0,-0.9608823360883605,184620.79095458984,20.11707909545899,577.5322113289631
2025-04-02,556.687744140625,0.17656644011131328,0.19502172471852197,0.19502172471852197,1725.2255859375055,-435.91419722939236,0.0,0.0,0.0,0.0,0.0,0.0,1002.8486759399394,1002.8486759399394,-99.0,6.006208666992188,0.0,239732.87762451172,26.123287762451177,566.934478710547
